"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UZZAQ8RR","preprint","2016","Jentzsch, Nicola","State-of-the-Art of the Economics of Cyber-Security and Privacy","","","","10.2139/ssrn.2671291","https://papers.ssrn.com/abstract=2671291","This IPACSO report gives a broad, but in-depth overview of the research fields of the economics of cyber-security and privacy. It includes an introduction to economic incentivization, economic decision-making, as well as failures in markets for cyber-security and privacy products and services.","2016-02-01","2025-07-17 10:20:33","2025-07-17 10:20:33","2025-07-17 10:20:33","","","","","","","","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","","","","","","cybersecurity; Economics; privacy","","","","","","","","","","","","","","","","","","","2671291","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8EAVXYA","journalArticle","2015","Opderbeck, David W.","Cybersecurity, Data Breaches, and the Economic Loss Doctrine in the Payment Card Industry","Maryland Law Review","","","","https://heinonline.org/HOL/Page?handle=hein.journals/mllr75&id=959&div=&collection=","","2015","2025-07-17 10:21:06","2025-07-17 10:21:06","","935","","","75","","Md. L. Rev.","","","","","","","","","","","","","COinS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJCA7DXC","preprint","2017","Radziwill, Nicole M.; Benton, Morgan C.","Cybersecurity Cost of Quality: Managing the Costs of Cybersecurity Risk Management","","","","10.48550/arXiv.1707.02653","http://arxiv.org/abs/1707.02653","There is no standard yet for measuring and controlling the costs associated with implementing cybersecurity programs. To advance research and practice towards this end, we develop a mapping using the well-known concept of quality costs and the Framework Core within the Cybersecurity Framework produced by the National Institute of Standards and Technology (NIST) in response to the Cybersecurity Enhancement Act of 2014. This mapping can be easily adopted by organizations that are already using the NIST CSF for cybersecurity risk management to plan, manage, and continually improve cybersecurity operations. If an organization is not using the NIST CSF, this mapping may still be useful for linking elements in accounting systems that are associated with cybersecurity operations and risk management to a quality cost model.","2017-07-09","2025-07-17 10:21:12","2025-07-17 10:21:12","2025-07-17 10:21:12","","","","","","","Cybersecurity Cost of Quality","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1707.02653 [cs]","","C:\Users\TinyAIs\Zotero\storage\Q9MYIIQC\Radziwill and Benton - 2017 - Cybersecurity Cost of Quality Managing the Costs of Cybersecurity Risk Management.pdf","","","Computer Science - Cryptography and Security","","","","","","","","","","","","","","","","","","","arXiv:1707.02653","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIU4RZ3L","conferencePaper","2022","Alagappan, Annamalai; Baptist Andrews, Leo John; Kumar V, Sampath; Raj, Raymon Antony; D, Sarathkumar","Cybersecurity Risks Quantification in the Internet of Things","2022 IEEE 7th International Conference on Recent Advances and Innovations in Engineering (ICRAIE)","","","10.1109/ICRAIE56454.2022.10054330","https://ieeexplore.ieee.org/abstract/document/10054330","A dynamic platform, the Internet of Things uses data, which in turn invites cybersecurity risks. In a dynamic and complicated world, many organisations are putting more of their attention into understanding cyber threats and attempting to quantify their exposure. This paper highlights and goes into great detail on standard cyber risk assessment methods while focusing on the assessment of cybersecurity threats in IoT and its vectors through a risk-based approach employing machine learning algorithms. Based on the statistical research, it can be determined that the CAQ model utilising J48 classifies at 94 percent, while the Bayesian method performs in evaluating possible risks at 82 percent. The Bayes algorithm also aids in estimating complicated risks coming from various sources, aids in comprehending how risk variables originate and connect in an IoT environment, and aids in determining what controls are necessary for quantifying and reducing them.","2022-12","2025-07-17 10:21:18","2025-07-17 10:21:18","2025-07-17 10:21:18","154-159","","","7","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Bayes methods; CMMI; Cybersecurity; Cyberspace; CyVar; Data analysis; Focusing; Hardware; Internet of Things; IoT – Internet of Technology; Machine learning algorithms; OCTAVE; Technological innovation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 IEEE 7th International Conference on Recent Advances and Innovations in Engineering (ICRAIE)","","","","","","","","","","","","","","",""
"9IABRTF3","journalArticle","2024","Benaichouba, Rafika; Brahmi, Mohsen; Adala, Laadjal","Economic of cyber-security and society databases: Protecting the digital ecosystem from cyber-attacks","International Journal of Professional Business Review: Int. J. Prof.Bus. Rev.","","2525-3654, 2525-3654","","https://dialnet.unirioja.es/servlet/articulo?codigo=9664501","La ciberseguridad es uno de los desafíos más importantes que enfrentan las organizaciones y las personas en nuestra era digital. Objetivo: El objetivo de este estudio es explorar el papel de la inversión en ciberseguridad y la mejora del ecosistema digital.   Marco Teórico: En este tema se presentan los principales conceptos y teorías que se abordan en la investigación. Por ello, el artículo arroja luz sobre la importancia de tomar medidas efectivas para preservar la ciberseguridad y promover el entorno digital. El análisis se centra en tres pilares clave: el ecosistema digital, el impacto económico de los ciberataques y el papel de la inversión en el fortalecimiento de la ciberseguridad.   Método: El método de este estudio es descriptivo de datos de las bases de datos de Statista 2023. Hemos confiado en este método porque es adecuado para analizar datos y estadísticas disponibles sobre las ciberamenazas y su impacto en la economía y la sociedad. Este método nos ha permitido analizar resultados de informes y estudios sobre ciberseguridad y llegar a los desafíos más importantes que enfrentan las instituciones para mejorar la seguridad y el crecimiento digital.   Resultados y Discusión: Los resultados obtenidos revelan varios hallazgos clave. Lo más significativo es que el estudio encuentra que la inversión en ciberseguridad mejora significativamente la capacidad de contrarrestar las crecientes amenazas digitales, como la piratería electrónica y los ataques de malware.   Implicaciones de la investigación: Se discuten las implicaciones prácticas y teóricas de esta investigación, proporcionando información sobre cómo los resultados pueden aplicarse o influir en las prácticas en el campo de la ciberseguridad. Estas implicaciones podrían abarcar empresas, organizaciones e individuos en nuestra era digital (IA).   Orginalidad/Valor: El valor de originalidad de este estudio de investigación sugirió que la inversión en ciberseguridad puede contribuir significativamente a construir una economía sostenible, promover prácticas seguras en el entorno digital y crear nuevas oportunidades laborales. Palabras clave: Entre 4 y 6 palabras clave, separadas por comas. EJEMPLO: Ácaro Rojo de la Palma, ResiduosAgroindustriales, Manejo Alternativo, Passiflora Edulis. A cibersegurança é um dos desafios mais significativos que as organizações e os indivíduos enfrentam na nossa era digital. Objectivo: O objectivo deste estudo é explorar o papel do investimento na cibersegurança e na melhoria do ecossistema digital.   Referencial Teórico: Neste tópico são apresentados os principais conceitos e teorias que estão na ordem do dia na investigação. Por conseguinte, o artigo esclarece a importância de tomar medidas eficazes para preservar a cibersegurança e promover o ambiente digital. A análise centra-se em três pilares principais: o ecossistema digital, o impacto económico dos ciberataques e o papel do investimento no reforço da cibersegurança.   Método: O método deste estudo são dados descritivos das bases de dados Statista 2023. Confiámos neste método porque é adequado para analisar os dados e estatísticas disponíveis sobre as ciberameaças e o seu impacto na economia e na sociedade. Este método permitiu-nos analisar resultados de relatórios e estudos sobre cibersegurança e alcançar os desafios mais significativos que as instituições enfrentam no reforço da segurança e do crescimento digital.   Resultados e Discussão: Os resultados obtidos revelam várias conclusões importantes. Mais significativamente, o estudo conclui que o investimento em cibersegurança aumenta significativamente a capacidade de combater as crescentes ameaças digitais, como a pirataria eletrónica e os ataques de malware.   Implicações da investigação: As implicações práticas e teóricas desta investigação são discutidas, fornecendo insights sobre como os resultados podem ser aplicados ou influenciar as práticas no campo da cibersegurança. Estas implicações podem abranger empresas, organizações e indivíduos na nossa era digital (IA).   Originalidade/Valor: O valor de originalidade deste estudo sugeriu que o investimento em cibersegurança pode contribuir significativamente para a construção de uma economia sustentável, promovendo práticas seguras no ambiente digital e criando novas oportunidades de emprego. Objective: The objective of this study is to explore the role of investment in cybersecurity and the enhancement of the digital ecosystem.   Theoretical Framework: In this topic, the main concepts and theories that under in the research are presented. Therefore, the article sheds light on the importance of taking effective measures to preserve cybersecurity and promote the digital environment. The analysis focuses on three key pillars: the digital ecosystem, the economic impact of cyberattacks, and the role of investment in strengthening cybersecurity.   Method: The method of this study is data descriptive from Statista 2023 datatbases. We have relied on this method because it is suitable for analyzing available data and statistics regarding cyberthreats and their impact on the economy and society. This method has enabled us to analyze results of reports and studies regarding cybersecurity and reach the most significant challenges facing institutions in enhancing safety and digital growth.    Results and Discussion: The results obtained reveal several key findings. Most significantly, the study finds that investment in cybersecurity significantly enhances the ability to counter growing digital threats, such as electronic piracy and malware attacks.   Research Implications: The practical and theoretical implications of this research are discussed, providing insights into how the results can be applied or influence practices in the field of the cybersecurity. These implications could encompass Firms, Organizations and individuals in our digital age (AI).   Orginality/Value: The originality value of this research study suggested that the investment in cypersecurity can significantly contribute to building a sustainable economy, promoting safe practices in the digital environment, and creating new job opportunities.","2024","2025-07-17 10:21:20","2025-07-17 10:21:20","2025-07-17 10:21:20","5","","7","9","","","Economic of cyber-security and society databases","","","","","","","eng","","","","","dialnet.unirioja.es","","Publisher: Universidade da Coruña Section: International Journal of Professional Business Review: Int. J. Prof.Bus. Rev.","","C:\Users\TinyAIs\Zotero\storage\X3GF4CAB\Benaichouba et al. - 2024 - Economic of cyber-security and society databases Protecting the digital ecosystem from cyber-attack.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XESBCYM7","journalArticle","2019","Dutton, William H.; Creese, Sadie; Shillair, Ruth; Bada, Maria","Cybersecurity Capacity: Does It Matter?","Journal of Information Policy","","2381-5892","10.5325/jinfopoli.9.2019.0280","https://doi.org/10.5325/jinfopoli.9.2019.0280","National cybersecurity capacity building involves the development of managerial, technical, social, legal, policy, and regulatory initiatives by a growing ecology of actors to enhance the resilience of nations to cybersecurity breaches, cybercrime, and terrorism. Capacity building is therefore resource intensive, requiring attention across sectors of society, ranging from governments to Internet users. However, it is difficult to justify commitments to capacity building when the benefits of building national cybersecurity capacity are largely based on logical reasoning, limited case studies, anecdotal evidence, and expert opinion rather than systematic empirical evidence. To explore the value of capacity building, this article reports on the early phase of a systematic effort to bring together cross-national data from multiple sources to examine whether indicators related to the cybersecurity capacity of a nation help explain the experiences of Internet users—one of the final payoffs of cybersecurity capacity building.","2019-12-01","2025-07-17 10:21:25","2025-07-17 10:21:25","2025-07-17 10:21:25","280-306","","","9","","Journal of Information Policy","Cybersecurity Capacity","","","","","","","","","","","","Silverchair","","","","C:\Users\TinyAIs\Zotero\storage\T2TZ69MR\Dutton et al. - 2019 - Cybersecurity Capacity Does It Matter.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HQ9JWWG","journalArticle","2019","Pawlick, Jeffrey; Colbert, Edward; Zhu, Quanyan","A Game-theoretic Taxonomy and Survey of Defensive Deception for Cybersecurity and Privacy","ACM Comput. Surv.","","0360-0300","10.1145/3337772","https://dl.acm.org/doi/10.1145/3337772","Cyberattacks on both databases and critical infrastructure have threatened public and private sectors. Ubiquitous tracking and wearable computing have infringed upon privacy. Advocates and engineers have recently proposed using defensive deception as a means to leverage the information asymmetry typically enjoyed by attackers as a tool for defenders. The term deception, however, has been employed broadly and with a variety of meanings. In this article, we survey 24 articles from 2008 to 2018 that use game theory to model defensive deception for cybersecurity and privacy. Then, we propose a taxonomy that defines six types of deception: perturbation, moving target defense, obfuscation, mixing, honey-x, and attacker engagement. These types are delineated by their information structures, agents, actions, and duration: precisely concepts captured by game theory. Our aims are to rigorously define types of defensive deception, to capture a snapshot of the state of the literature, to provide a menu of models that can be used for applied research, and to identify promising areas for future work. Our taxonomy provides a systematic foundation for understanding different types of defensive deception commonly encountered in cybersecurity and privacy.","2019-08-30","2025-07-17 11:43:15","2025-07-17 11:43:15","2025-07-17 11:43:15","82:1–82:28","","4","52","","","","","","","","","","","","","","","ACM Digital Library","","","","C:\Users\TinyAIs\Zotero\storage\D3NXVAMA\Pawlick et al. - 2019 - A Game-theoretic Taxonomy and Survey of Defensive Deception for Cybersecurity and Privacy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W5IGWGC5","book","2021","Kamhoua, Charles A.; Kiekintveld, Christopher D.; Fang, Fei; Zhu, Quanyan","Game Theory and Machine Learning for Cyber Security","","978-1-119-72394-3","","","","GAME THEORY AND MACHINE LEARNING FOR CYBER SECURITY Move beyond the foundations of machine learning and game theory in cyber security to the latest research in this cutting-edge field In Game Theory and Machine Learning for Cyber Security, a team of expert security researchers delivers a collection of central research contributions from both machine learning and game theory applicable to cybersecurity. The distinguished editors have included resources that address open research questions in game theory and machine learning applied to cyber security systems and examine the strengths and limitations of current game theoretic models for cyber security. Readers will explore the vulnerabilities of traditional machine learning algorithms and how they can be mitigated in an adversarial machine learning approach. The book offers a comprehensive suite of solutions to a broad range of technical issues in applying game theory and machine learning to solve cyber security challenges. Beginning with an introduction to foundational concepts in game theory, machine learning, cyber security, and cyber deception, the editors provide readers with resources that discuss the latest in hypergames, behavioral game theory, adversarial machine learning, generative adversarial networks, and multi-agent reinforcement learning. Readers will also enjoy: A thorough introduction to game theory for cyber deception, including scalable algorithms for identifying stealthy attackers in a game theoretic framework, honeypot allocation over attack graphs, and behavioral games for cyber deception An exploration of game theory for cyber security, including actionable game-theoretic adversarial intervention detection against advanced persistent threats Practical discussions of adversarial machine learning for cyber security, including adversarial machine learning in 5G security and machine learning-driven fault injection in cyber-physical systems In-depth examinations of generative models for cyber security Perfect for researchers, students, and experts in the fields of computer science and engineering, Game Theory and Machine Learning for Cyber Security is also an indispensable resource for industry professionals, military personnel, researchers, faculty, and students with an interest in cyber security.","2021-09-08","2025-07-17 11:43:21","2025-07-17 11:43:21","","","546","","","","","","","","","","John Wiley & Sons","","en","","","","","Google Books","","Google-Books-ID: EjVCEAAAQBAJ","","","https://books.google.com.au/books?id=EjVCEAAAQBAJ","","Computers / Computer Science; Computers / Information Technology; Technology & Engineering / Telecommunications","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IC9CBJAU","journalArticle","2018","Zarreh, Alireza; Saygin, Can; Wan, HungDa; Lee, Yooneun; Bracho, Alejandro","A game theory based cybersecurity assessment model for advanced manufacturing systems","Procedia Manufacturing","","2351-9789","10.1016/j.promfg.2018.07.162","https://www.sciencedirect.com/science/article/pii/S2351978918308382","This paper presents a method to create and solve a game theory model to address cybersecurity issues specifically for advanced manufacturing systems with high-level computer-controlled integration. This method introduces a unique approach to defining the contents of the game payoff matrix by incorporating maintaining of defense strategies, production losses, and recovery from attacks as part of a cost function that effectively represents the reality in the manufacturing systems domain. Once the cost function is developed to define the payoff matrix, the game is run for all possible combinations to find the best possible combination of the strategies. Finally, a case study is presented to illustrate the application. The proposed method can be applied to different domains, other than automated manufacturing systems, by customizing cost components in the utility function.","2018-01-01","2025-07-17 11:43:43","2025-07-17 11:43:43","2025-07-17 11:43:43","1255-1264","","","26","","Procedia Manufacturing","","46th SME North American Manufacturing Research Conference, NAMRC 46, Texas, USA","","","","","","","","","","","ScienceDirect","","","","","","","Best Strategy for Defense; Cybersecurity in Manufacturing; Game Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUBKCSBL","conferencePaper","2016","Chung, Keywhan; Kamhoua, Charles A.; Kwiat, Kevin A.; Kalbarczyk, Zbigniew T.; Iyer, Ravishankar K.","Game Theory with Learning for Cyber Security Monitoring","2016 IEEE 17th International Symposium on High Assurance Systems Engineering (HASE)","","","10.1109/HASE.2016.48","https://ieeexplore.ieee.org/abstract/document/7423125","Recent attacks show that threats to cyber infrastructure are not only increasing in volume, but are getting more sophisticated. The attacks may comprise multiple actions that are hard to differentiate from benign activity, and therefore common detection techniques have to deal with high false positive rates. Because of the imperfect performance of automated detection techniques, responses to such attacks are highly dependent on human-driven decision-making processes. While game theory has been applied to many problems that require rational decisionmaking, we find limitation on applying such method on security games when the defender has limited information about the opponent's strategies and payoffs. In this work, we propose Q-Learning to react automatically to the adversarial behavior of a suspicious user to secure the system. This work compares variations of Q-Learning with a traditional stochastic game. Simulation results show the possibility of Naive Q-Learning, despite restricted information on opponents.","2016-01","2025-07-17 11:43:50","2025-07-17 11:43:50","2025-07-17 11:43:50","1-8","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 1530-2059","","C:\Users\TinyAIs\Zotero\storage\KLBL48MR\Chung et al. - 2016 - Game Theory with Learning for Cyber Security Monitoring.pdf","","","Adaptation models; Computational modeling; Decision making; Games; Malware; Monitoring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE 17th International Symposium on High Assurance Systems Engineering (HASE)","","","","","","","","","","","","","","",""
"VFWFZUVC","conferencePaper","2020","Hyder, Burhan; Govindarasu, Manimaran","Optimization of Cybersecurity Investment Strategies in the Smart Grid Using Game-Theory","2020 IEEE Power & Energy Society Innovative Smart Grid Technologies Conference (ISGT)","","","10.1109/ISGT45199.2020.9087634","https://ieeexplore.ieee.org/abstract/document/9087634","With the increasing penetration of cyber systems in the power grid, it is becoming increasingly imperative to deploy adequate security measures all across the grid to secure it against any kind of cyber threat. Since financial resources for investment in security are limited, optimal allocation of these cybersecurity resources in the grid is extremely important. At the same time, optimization of these investments proves to be challenging due to the uncertain behavior of attackers and the dynamically changing threat landscape. Existing solutions for this problem either do not address the dynamic behavior of adversaries or lack in the practical feasibility of the defense models. This paper addresses the problem of optimizing investment strategies in the cybersecurity infrastructure of a smart grid using a game-theoretic approach. The attacker is modeled using various attacker profiles which represent the possible types of adversaries in the context of CPS. Each profile has certain characteristics to bring out the aspect of uncertain behavior of the adversaries. The defender is modeled with various pragmatic characteristics that can be easily translated to the real-world grid scenarios for implementation. These characteristics include the standards laid down by the North American Electric Reliability Corporation (NERC) for Critical Infrastructure Protection (CIP) commonly known as the NERC-CIP standards. The game-theoretic framework allows us to obtain optimal strategies that the defender of the grid can adopt to minimize its losses against the possible attack threats on the grid. The concept is illustrated by a simplistic 3-bus power system model case study which depicts how the solution can be translated to practical implementation in the actual grid.","2020-02","2025-07-17 11:43:55","2025-07-17 11:43:55","2025-07-17 11:43:55","1-5","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2472-8152","","C:\Users\TinyAIs\Zotero\storage\R5ER5WEH\9087634.html","","","Attacker model; CPS; Cybersecurity; Defender model; Game Theory; NERC-CIP; Smart Grid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE Power & Energy Society Innovative Smart Grid Technologies Conference (ISGT)","","","","","","","","","","","","","","",""
"KDXBZD4G","journalArticle","2017","Hamman, Seth T.; Hopkinson, Kenneth M.; Markham, Ruth L.; Chaplik, Andrew M.; Metzler, Gabrielle E.","Teaching Game Theory to Improve Adversarial Thinking in Cybersecurity Students","IEEE Transactions on Education","","1557-9638","10.1109/TE.2016.2636125","https://ieeexplore.ieee.org/abstract/document/7809088","The ability to anticipate the strategic actions of hackers, including where, when, and how they might attack, and their tactics for evading detection, is a valuable skill for cybersecurity. Therefore, developing the strategic reasoning abilities of cybersecurity students is an important cybersecurity education learning objective. This paper proposes that basic game theory concepts should be taught to cybersecurity students in order to improve their strategic reasoning abilities. It details a pretest-posttest educational experiment that demonstrates that 2 h of basic game theory instruction results in a statistically significant improvement in students' abilities to anticipate the strategic actions of others. It also provides details of the game theory curriculum to help other cybersecurity educators replicate these results. Additionally, this paper suggests that another benefit of teaching game theory in a cybersecurity course is that it may fundamentally alter the way students view the practice of cybersecurity, helping to sensitize them to the human adversary element inherent in cybersecurity in addition to technology-focused best practices. This could result in a more naturally strategic-minded, and therefore better equipped, cybersecurity workforce.","2017-08","2025-07-17 11:44:24","2025-07-17 11:44:24","2025-07-17 11:44:24","205-211","","3","60","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Adversarial thinking; Cognition; Computer hacking; cybersecurity; Education; experimental research; game theory; Game theory; Games; higher education; learning objectives; professional skills; strategic reasoning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2T5MQJZ7","journalArticle","2017","Akinwumi, D. A.; Iwasokun, G. B.; Alese, B. K.; Oluwadare, S. A.","A review of game theory approach to cyber security risk management","Nigerian Journal of Technology","","2467-8821","10.4314/njt.v36i4.38","https://www.ajol.info/index.php/njt/article/view/164997","Cyber security is among the most complex and rapidly evolving issues and has been the focus of present day organizations. Cyber security risk management is the process of managing or reducing potentially harmful and uncertain events that posse as threats to cyber security. It involves looking at what could go wrong on the cyber space and deciding on ways to prevent or minimize their occurrences or effects. One of the prominent cyber security risk management techniques is the Game Theoretic Approach (GTA), which focuses on the use of resources, internal controls, information sharing, technical improvements, behavioral or organizational scale-ups and cyber insurance for cyber risk management. This paper presents a review of game theoretic-based model for cyber security risk management. Specifically, issues on modeling, some related works and significance of game theoretic approach to cyber security risk management are presented. Findings from the review revealed the peculiarities and specificity of each model. It is also revealed that the models are just evolving and require much improvement.Keywords: Cyber Security, Risk Management, Game Theory, Model","2017","2025-07-17 11:44:28","2025-07-17 11:44:28","2025-07-17 11:44:28","1271-1285","","4","36","","","","","","","","","","en","Copyright (c)","","","","www.ajol.info","","Number: 4","","C:\Users\TinyAIs\Zotero\storage\Z8S98UC3\Akinwumi et al. - 2017 - A review of game theory approach to cyber security risk management.pdf","","","Cyber Security; Game Theory; Model; Risk Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62IUPG4Q","journalArticle","2019","Zarreh, Alireza; Wan, HungDa; Lee, Yooneun; Saygin, Can; Janahi, Rafid Al","Risk Assessment for Cyber Security of Manufacturing Systems: A Game Theory Approach","Procedia Manufacturing","","2351-9789","10.1016/j.promfg.2020.01.077","https://www.sciencedirect.com/science/article/pii/S2351978920300780","This paper presents a novel approach using game theory to assess the risk likelihood in manufacturing systems quantifiably. Cybersecurity is a pressing issue in the manufacturing sector. Nevertheless, managing the risk in cybersecurity has become a critical challenge for modern manufacturing enterprises. In risk management thinking, the first step is to identify the risk, then validate it, and lastly, consider responses to the risk. If the risk is below the security risk appetite of the manufacturing system, it could be accepted. However, if it is above the risk appetite, the system should appropriately respond by either avoiding, transferring, or mitigating the risk. The validation of the risk in terms of severity and likelihood of the threat, however, is challenging because the later component is hard to quantify. In this paper, Failure Modes and Effects Analysis (FMEA) method is modified by employing game theory to quantitatively assess the likelihood of cyber-physical security risks. This method utilizes the game theory approach by modeling the rivalry between the attacker and the system as a game and then try to analyze it to find the likelihood of the attacker’s action. We first define players of the game, action sets, and the utility function. Major concerns of cyber security issues in the manufacturing area are carefully considered in defining the cost function composed of defense policy, loss in production, and recovery. A linear optimization model is utilized to find a mixed-strategy Nash Equilibrium, which is the probability of choosing any action by the attacker also known as the likelihood of an attack. Numerical experiments are presented to further illustrate the method. Forecasting the attacker’s behavior enables us to assess the cybersecurity risk in a manufacturing system and thereby be more prepared with plans of proper responses.","2019-01-01","2025-07-17 11:44:35","2025-07-17 11:44:35","2025-07-17 11:44:35","605-612","","","38","","Procedia Manufacturing","Risk Assessment for Cyber Security of Manufacturing Systems","29th International Conference on Flexible Automation and Intelligent Manufacturing ( FAIM 2019), June 24-28, 2019, Limerick, Ireland, Beyond Industry 4.0: Industrial Advances, Engineering Education and Intelligent Manufacturing","","","","","","","","","","","ScienceDirect","","","","","","","Cybersecurity in Manufacturing; Game Theory; Risk Assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRWQ5FMT","conferencePaper","2016","Wang, Yuan; Wang, Yongjun; Liu, Jing; Huang, Zhijian; Xie, Peidai","A Survey of Game Theoretic Methods for Cyber Security","2016 IEEE First International Conference on Data Science in Cyberspace (DSC)","","","10.1109/DSC.2016.90","https://ieeexplore.ieee.org/abstract/document/7866199","Cyber security has been heavily studied in both industry and academia, but the traditional security technology is still facing unprecedented challenges in the background of massive and complicated network traffic. Game theory as a mathematical model of conflict and cooperation between intelligent rational decision-makers has great potential to improve cyber security. This paper describes a focused literature survey of game theoretic methods for cyber security applications. The methods are classified according to their security application scenarios, and we also present their advantages and limitations respectively. Then we discuss the difficulties and challenges confronting researchers, and in addition, we propose some directions for further research on game theory as applied to cyber security from both the mathematics perspective and security perspective.","2016-06","2025-07-17 11:44:42","2025-07-17 11:44:42","2025-07-17 11:44:42","631-636","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","","","","Analytical models; Biological system modeling; Computer security; cyber attack and defense; cyber security; game theory; Game theory; Games; Nash equilibrium; Predictive models; security assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE First International Conference on Data Science in Cyberspace (DSC)","","","","","","","","","","","","","","",""
"6IEMWQT5","conferencePaper","2017","Vakilinia, Iman; Sengupta, Shamik","A coalitional game theory approach for cybersecurity information sharing","MILCOM 2017 - 2017 IEEE Military Communications Conference (MILCOM)","","","10.1109/MILCOM.2017.8170845","https://ieeexplore.ieee.org/abstract/document/8170845","As the complexity and number of cybersecurity incidents are growing, the traditional security measures are not sufficient to defend against attackers. In this situation, cyber threat intelligence capability substantially improves the detection and prevention of the sophisticated attacks. Cybersecurity information sharing is a key factor of threat intelligence, allowing organizations to detect and prevent malicious behaviors proactively. However, stimulating organizations to participate and deterring free-riding in such sharing is a big challenge. To this end, the sharing system should be equipped with a rewarding and participation-fee allocation mechanisms to encourage sharing behavior. In this paper, we investigate a rewarding and participation-fee calculation based on profit sharing in coalitional game theory. In particular, we formulate a coalitional game between organizations and analyze the well-known Shapley value and Nucleolus solution concepts in cybersecurity information sharing system.","2017-10","2025-07-17 11:44:47","2025-07-17 11:44:47","2025-07-17 11:44:47","237-242","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2155-7586","","C:\Users\TinyAIs\Zotero\storage\9Q324677\8170845.html","","","Coalitional Game; Computer security; Cybersecurity; Games; Information Sharing; Organizations; Profit Sharing; Resource management; Rewarding; Standards organizations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MILCOM 2017 - 2017 IEEE Military Communications Conference (MILCOM)","","","","","","","","","","","","","","",""
