Paper ID,Year,Authours,Title,Venue,Decision,Category,Priority,Notes,URL/DOI
FZRYIBEL,2025,"Khattar, D.; Agrawal, N.; Singh, G.",Chaotic Analysis of a New 3D System with Exponential Nonlinearity and its Dual Compound Combination Multiswitching Synchronization using Nonlinear Control,International Journal of Applied and Computational Mathematics,Exclude,,,Focuses on a non-compatible application of chaos theory.,https://doi.org/10.1007/s40819-025-01901-1
JE8HTNS6,2025,"Bonneuil, Noël","Gibsonian Congruence as a Viability Problem, with Application to Patient Monitoring, Anticipating Longevity, and Economic Time Inconsistency",Differential Equations and Dynamical Systems,Exclude,,,Focuses on a non-compatible application of dynamical systems.,https://doi.org/10.1007/s12591-025-00714-4
JKZNXS4Y,2024,"Li, Min; Nie, Tianyang; Wang, Shujun; Yan, Ke",Incomplete Information Mean-Field Games and Related Riccati Equations,Journal of Optimization Theory and Applications,Exclude,,,Focuses on a non-compatible application of game theory.,https://doi.org/10.1007/s10957-024-02508-0
MYGD2I9F,2025,"Malik, M. G. Abbas; Hayat, Muhammad; Bashir, Zia",Construction and application of new classes of higher order chaotic polynomial maps,Computational and Applied Mathematics,Exclude,,,Focuses on a non-compatible application of chaos theory.,https://doi.org/10.1007/s40314-025-03211-0
5J9NA4VZ,2023,"Roberts, Huw; Hine, Emmie; Taddeo, Mariarosaria; Floridi, Luciano",Global AI governance: barriers and pathways forward,,Exclude,,,Focuses on a non-compatible application of AI governance.,https://papers.ssrn.com/abstract=4588040
LP8MU829,2023,"Hubbard, Douglas W.; Seiersen, Richard",How to Measure Anything in Cybersecurity Risk,,Maybe,Security,,A guide to measuring the security risks of systems in a meaningful way. ,
NVNEWZUC,,"Cheong, Arion","If you cannot measure it, you cannot manage it: three essays on cybersecurity risk assessment",,Maybe,Security,,A guide to measuring the security risks of systems in a meaningful way. ,https://rucore.libraries.rutgers.edu/rutgers-lib/65798/
YSGRKD9H,2018,"Jardine, Eric",Mind the denominator: towards a more effective measurement system for cybersecurity,Journal of Cyber Policy,Exclude,,,Focuses on a non-compatible application of security.,https://doi.org/10.1080/23738871.2018.1472288
5LHZKEQ9,2020,"Bentley, Mark; Stephenson, Alec; Toscas, Peter; Zhu, Zili",A Multivariate Model to Quantify and Mitigate Cybersecurity Risk,Risks,Include,Security,,Examines models to find optimal choice of threat mitigations.,https://www.mdpi.com/2227-9091/8/2/61
PLMD6A7P,2021,"Das, Ravi",Assessing and Insuring Cybersecurity Risk,,Exclude,,,Focuses on a non-compatible application of security.,
95AG9CUI,2021,"Woods, Daniel W.; Böhme, Rainer",SoK: Quantifying Cyber Risk,2021 IEEE Symposium on Security and Privacy (SP),Include,Security,,"Examines cyber harms, the threat and incident landscape and psychology of cybersecurity",https://ieeexplore.ieee.org/abstract/document/9519490
MRFDRLLX,2017,"Allodi, Luca; Massacci, Fabio",Security Events and Vulnerability Data for Cybersecurity Risk Estimation,Risk Analysis,Include,Security,,"Quantitative risk measurement in cyber systems. Addresses untargeted attacks delivered by automated tooling, which is a likely vector for attacks on AI systems.",https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.12864
E935RLLK,2015,"Dykstra, Josiah","Essential Cybersecurity Science: Build, Test, and Evaluate Secure Systems",,Exclude,,,Focuses on a non-compatible application of security.,
4Y7U2X8V,2023,"Sánchez-García, Isaac Daniel; Mejía, Jezreel; San Feliu Gilabert, Tomás","Cybersecurity Risk Assessment: A Systematic Mapping Review, Proposal, and Validation",Applied Sciences,Exclude,,,Focuses on a non-compatible application of security.,https://www.mdpi.com/2076-3417/13/1/395
RQ5KLC45,2016,"Sahinoglu, Mehmet",Cyber-Risk Informatics: Engineering Evaluation with Data Science,,Exclude,,,Focuses on a non-compatible application of security.,
R698DWDS,2023,"Pal, Ranjan; Sequeira, Rohan Xavier; Yin, Xinlong; Zeijlemaker, Sander; Kotala, Vineeth",How Should Enterprises Quantify and Analyze (Multi-Party) APT Cyber-Risk Exposure in their Industrial IoT Network?,ACM Trans. Manage. Inf. Syst.,Exclude,,,Focuses on a non-compatible application of security.,https://dl.acm.org/doi/10.1145/3605949
DCHAC87C,2017,"Do, Cuong T.; Tran, Nguyen H.; Hong, Choongseon; Kamhoua, Charles A.; Kwiat, Kevin A.; Blasch, Erik; Ren, Shaolei; Pissinou, Niki; Iyengar, Sundaraja Sitharama",Game Theory for Cyber Security and Privacy,ACM Comput. Surv.,Include,Game Theory for Security,,Comprehensive survey.,https://doi.org/10.1145/3057268
89C7HK2H,2010,"Shiva, Sajjan; Roy, Sankardas; Dasgupta, Dipankar",Game theory for cyber security,Proceedings of the Sixth Annual Workshop on Cyber Security and Information Intelligence Research,Maybe,Game Theory for Security,Medium,"Looks into GT for security, and proposes a novel model for defender-attacker games. Might not have enough depth to be relevant.",https://doi.org/10.1145/1852666.1852704
PWBQYXIZ,2019,"Tavafoghi, Hamidreza; Ouyang, Yi; Teneketzis, Demosthenis; Wellman, Michael P.","Game Theoretic Approaches to Cyber Security: Challenges, Results, and Open Problems",Adversarial and Uncertain Reasoning for Adaptive Cyber Defense: Control- and Game-Theoretic Approaches to Cyber Security,Maybe,Game Theory for Security,Medium,"Looks at asymmetric information effects on games, and presents a solution method. ",https://doi.org/10.1007/978-3-030-30719-6_3
PY2R8UWL,,,Game Theory on Attack Graph for Cyber Deception | SpringerLink,,Exclude,,,Focuses on a non-compatible application of game theory.,https://link.springer.com/chapter/10.1007/978-3-030-64793-3_24?fromPaywallRec=true
XME6B9VU,2018,"Ravishankar, Monica; Vijay Rao, D.; Kumar, C. R. S.",Game Theory-Based Defense Mechanisms of Cyber Warfare,Advances in Machine Learning and Data Science,Exclude,,,Focuses on a non-compatible application of game theory.,10.1007/978-981-10-8569-7_16
EWG9M9WW,2014,"Skulmowski, Alexander; Bunge, Andreas; Kaspar, Kai; Pipa, Gordon",Forced-choice decision-making in modified trolley dilemma situations: a virtual reality and eye tracking study,Frontiers in Behavioral Neuroscience,Exclude,,,Focuses on a non-compatible application of psychology.,https://www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2014.00426/full
EF6JBATJ,2022,"Cooreman, Hayden; Zhu, Qin",Critical Reflections on the Ethical Regulation of AI: Challenges with Existing Frameworks and Alternative Regulation Approaches,2022 IEEE International Symposium on Technology and Society (ISTAS),Exclude,,,Focuses on a non-compatible application of AI governance.,https://ieeexplore.ieee.org/document/10227116
A6HJCWRC,2024,"Charfeddine, Maha; Kammoun, Habib M.; Hamdaoui, Bechir; Guizani, Mohsen","ChatGPT’s Security Risks and Benefits: Offensive and Defensive Use-Cases, Mitigation Measures, and Future Implications",IEEE Access,Maybe,AI Security,Medium,"Focuses on LLM/ChatGPT security, and the use of LLM/ChatGPT in security.",https://ieeexplore.ieee.org/document/10443401
RGHR3DPG,2023,"Wang, Yifei",Balancing Trustworthiness and Efficiency in Artificial Intelligence Systems: An Analysis of Tradeoffs and Strategies,IEEE Internet Computing,Exclude,,,Focuses on a non-compatible application of AI governance.,https://ieeexplore.ieee.org/document/10229216
IN5R8GHQ,2023,"Uren, Victoria; Edwards, John S.",Technology readiness and the organizational journey towards AI adoption: An empirical study,International Journal of Information Management,Include,AI and Org Dynamics,Medium,Looks at the factors involved with making AI adoption successful.,https://www.sciencedirect.com/science/article/pii/S0268401222001220
4K4MH324,,,Securing tomorrow: a comprehensive survey on the synergy of Artificial Intelligence and information security | AI and Ethics,,Exclude,,,Focuses on a non-compatible application of AI security.,https://link.springer.com/article/10.1007/s43681-024-00529-z
59D8CWQ9,,,"Organizational Decision-Making Structures in the Age of Artificial Intelligence - Yash Raj Shrestha, Shiko M. Ben-Menahem, Georg von Krogh, 2019",,Exclude,,,Focuses on a non-compatible application of AI governance.,https://journals.sagepub.com/doi/10.1177/0008125619862257
754MDV4A,2018,"Ballesteros, Luis; Kunreuther, Howard",Organizational Decision Making Under Uncertainty Shocks,,Include,Org Dynamics,High,Org decision-making under uncertainty,http://www.nber.org/papers/w24924.pdf
W6FBAGXY,,,"Managing Security in Software | Proceedings of the 14th International Conference on Availability, Reliability and Security",,Exclude,,,Focuses on a non-compatible application of security.,https://dl.acm.org/doi/10.1145/3339252.3340338
5QPSI9F6,2011,"Oliveira, T.; Martins, Maria F. O.",Literature Review of Information Technology Adoption Models at Firm Level,,Include,Org Dynamics,High,"IT, productivity etc literature review. Examines various dynamics at length.",https://www.semanticscholar.org/paper/Literature-Review-of-Information-Technology-Models-Oliveira-Martins/9ffe6034c0b8fef2079ce5d2142243cc6f75d2b6
WS9RDE54,,,Interdependent Strategic Security Risk Management With Bounded Rationality in the Internet of Things | IEEE Journals & Magazine | IEEE Xplore,,Exclude,,,Focuses on a non-compatible application of security.,https://ieeexplore.ieee.org/document/8691466
3YTFWS58,2018,"Salahshour Rad, Maryam; Nilashi, Mehrbakhsh; Mohamed Dahlan, Halina",Information technology adoption: a review of the literature and classification,Universal Access in the Information Society,Maybe,Org Dynamics,Medium,Technology adoption. Examines various dynamics at length.,https://doi.org/10.1007/s10209-017-0534-z
FHV64U7R,2019,"Bromiley, Philip; Koumakhov, Rouslan; Rousseau, Denise M.; Starbuck, William H.",The Challenges of March and Simon’s Organizations: Introduction to the Special Issue,Journal of Management Studies,Exclude,,,Focuses on a non-compatible application of organisational dynamics.,https://onlinelibrary.wiley.com/doi/abs/10.1111/joms.12534
YN2Y7ZU5,2010,"Moore, Tyler",The economics of cybersecurity: Principles and policy options,International Journal of Critical Infrastructure Protection,Include,Security Economics,Medium,"Covers the economics of cybersecurity, but has a focus on policy resolutions and recommendations. Also might not have enough coverage of AI specifically. Useful as a moment-in-time security economics text.",https://www.sciencedirect.com/science/article/pii/S1874548210000429
WLXM6R9T,2022,"Phillips, Peter J.; Pohl, Gabriela",The Economics of Information and Human Factors in Cybersecurity,,Maybe,Human Factors in Cybersecurity,Medium,"Focuses on intersection of behavioural economics and computer science in the context of cybersecurity decision-making. Might not contain enough information relevant, or empirical data.",https://papers.ssrn.com/abstract=4065094
KLZAWYS3,2006,"Anderson, Ross; Moore, Tyler",The Economics of Information Security,Science,Include,Security Economics,High,Foundational work in security economics.,https://www.science.org/doi/10.1126/science.1130992
GMAQBTYH,2022,"Guembe, Blessing; Azeta, Ambrose; Misra, Sanjay; Osamor, Victor Chukwudi; Fernandez-Sanz, Luis; Pospelova, Vera",The Emerging Threat of Ai-driven Cyber Attacks: A Review,Applied Artificial Intelligence,Include,AI Security,Medium,Analyses the use of AI in cyber attacks through a comprehensive review. Has data to support findings etc of the need for AI cybersecurity.,https://doi.org/10.1080/08839514.2022.2037254
SPISJZT7,1961,"Johnson, Nicolas",The MITRE corporation,Proceedings of the 1961 16th ACM national meeting,Exclude,,,An exclusively math paper.,https://dl.acm.org/doi/10.1145/800029.808510
5BFAJ4WQ,2022,"Poba-Nzaou, Placide; Tchibozo, Anicet Sylvere",Understanding Artificial Intelligence Adoption Predictors: Empirical Insights from A Large-Scale Survey,2022 International Conference on Information Management and Technology (ICIMTech),Include,Org Dynamics,High,"Pre-LLM AI adoption factors analysis. Sets the scene for the why, when etc",https://ieeexplore.ieee.org/document/9915214
HU69EQFG,2021,"Oseni, Ayodeji; Moustafa, Nour; Janicke, Helge; Liu, Peng; Tari, Zahir; Vasilakos, Athanasios",Security and Privacy for Artificial Intelligence: Opportunities and Challenges,arxiv,Include,AI Security,Medium,Security of AI systems through technical lens. Has a behavioural approach to attacker behaviour also.,http://arxiv.org/abs/2102.04661
VGJKAILU,2019,"Ernst, Ekkehardt; Merola, Rossana; Samaan, Daniel",Economics of Artificial Intelligence: Implications for the Future of Work,IZA Journal of Labor Policy,Exclude,,,Study on the effects of AI on the labour market.,https://www.sciendo.com/article/10.2478/izajolp-2019-0004
XYLLZIKW,2011,"Pieters, Wolter",Explanation and trust: what to tell the user in security and AI?,Ethics and Information Technology,Exclude,,,"Focuses on AI XAI, particularly in electronic voting systems.",https://doi.org/10.1007/s10676-010-9253-3
RLXQYLAB,2023,"Lukacovic, Marta N.; Sellnow-Richmond, Deborah D.",The COVID-19 Pandemic and the Rise of Malicious Use of AI Threats to National and International Psychological Security,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_7
SIF85PHF,2023,"Vacarelu, Marius",Malicious Use of Artificial Intelligence in Political Campaigns: Challenges for International Psychological Security for the Next Decades,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_8
S8RR2B9T,2023,"Pashentsev, Evgeny",General Content and Possible Threat Classifications of the Malicious Use of Artificial Intelligence to Psychological Security,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_2
G4MZ2IFJ,2023,"Bazarkina, Darya; Mikhalevich, Ekaterina A.; Pashentsev, Evgeny; Matyashova, Daria",The Threats and Current Practices of Malicious Use of Artificial Intelligence in Psychological Security in China,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Include,AI Security,High,"Brings an Eastern lens to AI security, particularly important given China's style of government ergo reduced barriers to market enforcement of security policy.",https://doi.org/10.1007/978-3-031-22552-9_13
FQZHEJH5,2023,"Mantello, Peter; Ho, Tung Manh; Podoletz, Lena",Automating Extremism: Mapping the Affective Roles of Artificial Agents in Online Radicalization,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_4
ECIJ5NHT,2023,"Vlaeminck, Erik",Malicious Use of Artificial Intelligence and the Threats to Corporate Reputation in International Business,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_11
TVNKUTPY,2023,"Gupta, Arvind; Guglani, Aakash",Scenario Analysis of Malicious Use of Artificial Intelligence and Challenges to Psychological Security in India,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Include,AI Security,High,"Looks at India and AI, especially policy and regulatory defences against Malicious AI. Useful lens for global approach to AI.",https://doi.org/10.1007/978-3-031-22552-9_15
SXTZF2TE,2023,"Pashentsev, Evgeny",The Malicious Use of Artificial Intelligence Through Agenda Setting,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Include,AI Security,High,"Examines the malicious use of AI, incentive dynamics for agenda setting, and the political economy of AI",https://doi.org/10.1007/978-3-031-22552-9_6
L4H4TLYC,2023,"Bazarkina, Darya",Current and Future Threats of the Malicious Use of Artificial Intelligence by Terrorists: Psychological Aspects,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_10
KH9HTYZE,2023,"Bazarkina, Darya; Kolotaev, Yury; Pashentsev, Evgeny; Matyashova, Daria",Current and Potential Malicious Use of Artificial Intelligence Threats in the Psychological Domain: The Case of Japan,The Palgrave Handbook of Malicious Use of AI and Psychological Security,,,,"Looks at Japan and AI, especially policy and regulatory defences against Malicious AI. Useful lens for global approach to AI, particularly given Japan's unique position in technology, and alliances.",https://doi.org/10.1007/978-3-031-22552-9_16
LTWMQJED,2023,"Pashentsev, Evgeny; Bazarkina, Darya",Malicious Use of Artificial Intelligence: Risks to Psychological Security in BRICS Countries,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_12
298U3Z2E,2023,"Pashentsev, Evgeny",Destabilization of Unstable Dynamic Social Equilibriums and the Malicious Use of Artificial Intelligence in High-Tech Strategic Psychological Warfare,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_9
QVFD2M8D,2023,"Pashentsev, Evgeny","Introduction: The Malicious Use of Artificial Intelligence—Growing Threats, Delayed Responses",The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_1
IFA7J556,2023,"Pashentsev, Evgeny",The Malicious Use of Deepfakes Against Psychological Security and Political Stability,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_3
F8P3QR4D,2023,"Cai, Cuihong; Zhang, Ruoyang","Malicious Use of Artificial Intelligence, Uncertainty, and U.S.–China Strategic Mutual Trust",The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_14
IH4EE8RP,2023,"Kolotaev, Yury",Hate Speech in Perception Management Campaigns: New Opportunities of Sentiment Analysis and Affective Computing,The Palgrave Handbook of Malicious Use of AI and Psychological Security,Exclude,,,Focuses on a non-compatible use of AI.,https://doi.org/10.1007/978-3-031-22552-9_5
GFSQGEVT,2024,"Radanliev, Petar; De Roure, David; Maple, Carsten; Nurse, Jason R. C.; Nicolescu, Razvan; Ani, Uchenna",AI security and cyber risk in IoT systems,Frontiers in Big Data,Exclude,,,Focuses on a non-compatible use of security.,https://www.frontiersin.org/journals/big-data/articles/10.3389/fdata.2024.1402745/full
XBQF2B83,2019,"Abbas, Naveed Naeem; Ahmed, Tanveer; Shah, Syed Habib Ullah; Omar, Muhammad; Park, Han Woo",Investigating the applications of artificial intelligence in cyber security,Scientometrics,Include,AI and Security,High,Provides data and empirical analysis on global trends on research in AI in cybersecurity.,https://doi.org/10.1007/s11192-019-03222-9
P6KEQDY6,2022,"Iskajyan, Simon Ogannesovich; Kiseleva, Irina Anatolievna; Tramova, Aziza Muhamadiyaevna; Timofeev, Alexander Gurevich; Mambetova, Fatimat Abdullakhovna; Mustaev, Movsar Musaevich",Importance of the Information Environment Factor in Assessing a Country's Economic Security in the Digital Economy,International Journal of Safety and Security Engineering,Exclude,,,Focuses on a non-compatible use of security.,https://www.iieta.org/journals/ijsse/paper/10.18280/ijsse.120604
6UWSKANB,2023,"Buiten, Miriam; de Streel, Alexandre; Peitz, Martin",The law and economics of AI liability,Computer Law & Security Review,Include,AI Security,Medium,Examines liability when AI systems go wrong. Looks at how to minise costs of harms related to AI. Useful for establishing non-security economics perspective on AI harms.,https://www.sciencedirect.com/science/article/pii/S0267364923000055
BI27NYWM,2018,"Varian, Hal","Artificial Intelligence, Economics, and Industrial Organization",The Economics of Artificial Intelligence: An Agenda,Exclude,,,Focuses on a non-compatible use of AI economics.,https://www.nber.org/books-and-chapters/economics-artificial-intelligence-agenda/artificial-intelligence-economics-and-industrial-organization
XTU7F9TJ,2025,"Hunter, Lance Y.","Artificial Intelligence, Data Centers, Energy Capabilities, and International Security: An Exploratory Analysis",Armed Forces & Society,Exclude,,,Focuses on a non-compatible use of security.,https://doi.org/10.1177/0095327X241308839
9ZR8ECB6,2020,"Viganò, Luca; Magazzeni, Daniele",Explainable Security,2020 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),Exclude,,,Focuses on a non-compatible use of security.,https://ieeexplore.ieee.org/abstract/document/9229719
N3K9W9SM,,"Hoadley, Daniel S; Lucas, Nathan J",Artificial Intelligence and National Security,,Exclude,,,Focuses on a non-compatible use of AI governance.,
QA9E7AMJ,2024,"Huang, Jerry; Huang, Ken; Jackson, Krystal; Zhang, Luyao; Toren, Jennifer",Web3 and AI Security,Web3 Applications Security and New Security Landscape: Theories and Practices,Exclude,,,Focuses on a non-compatible use of AI security.,https://doi.org/10.1007/978-3-031-58002-4_8
QKDJT3TK,2024,"Binhammad, Mohammad; Alqaydi, Shaikha; Othman, Azzam; Abuljadayel, Laila Hatim",The Role of AI in Cyber Security: Safeguarding Digital Identity,Journal of Information Security,Include,AI in Security,Medium,"Outlines the pros and cons of the use of AI in cybersecurity, alongside analysis of the pros and cons of the security of AI systems. Recent work.",https://www.scirp.org/journal/paperinformation?paperid=132859
XHI85TVA,,,Global Economics Analyst The Potentially Large Effects of Artificial Intelligence on Economic Growth (BriggsKodnani),,Exclude,,,Focuses on a non-compatible use of AI economics.,
T9GXL5K9,2024,"Thakur, Rahul; Kaur, Jasneet; Singh, Harmanjeet",Comparative Analysis of Artificial Intelligence Models in Stock Security Index Forecasting with Sentiment Analysis of Economic News,2024 4th International Conference on Technological Advancements in Computational Sciences (ICTACS),Exclude,,,Focuses on a non-compatible use of AI.,https://ieeexplore.ieee.org/abstract/document/10840980
GLG23NLI,2015,"Dirican, Cüneyt","The Impacts of Robotics, Artificial Intelligence On Business and Economics",Procedia - Social and Behavioral Sciences,Exclude,,,Focuses on a non-compatible use of AI economics.,https://www.sciencedirect.com/science/article/pii/S1877042815036137
ZKHRNBJG,2017,"Wirth, Axel",The Economics of Cybersecurity,Biomedical Instrumentation & Technology,Exclude,,,Focuses on a non-compatible use of AI economics.,https://array.aami.org/doi/full/10.2345/0899-8205-51.s6.52
4HF2YU65,2017,"Rathod, Paresh; Hämäläinen, Timo",A Novel Model for Cybersecurity Economics and Analysis,2017 IEEE International Conference on Computer and Information Technology (CIT),Include,Security Economics,Medium,Cost-benefit frameworks for security economics. Porpoises novel model called Cybersecurity Economics and Analysis (CEA).,https://ieeexplore.ieee.org/abstract/document/8031485
AJWKBVC4,,"Cordes, Joseph J",An Overview of the Economics of Cybersecurity and Cybersecurity Policy,,Exclude,,,Focuses on a non-compatible use of security economics.,
UZ77K5EK,2019,"Ekelund, Stale; Iskoujina, Zilia",Cybersecurity economics – balancing operational security spending,Information Technology &  People,Exclude,,,Focuses on a non-compatible use of security economics. Specifically does not deal well with unknown/novel technology risk landscapes.,https://www.emerald.com/insight/content/doi/10.1108/itp-05-2018-0252/full/html
9PDW3P2Q,2011,"Lesk, Michael",Cybersecurity and Economics,IEEE Security & Privacy,Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/6096619
ZJEQH4UW,2008,"Pfleeger, Shari Lawrence; Rue, Rachel",Cybersecurity Economic Issues: Clearing the Path to Good Practice,IEEE Software,Include,Security Economics,Medium,Useful historical paper on security economics and investment. Will contain a lot of data and references that might be useful.,https://ieeexplore.ieee.org/abstract/document/4420065
VC9MCC6K,2016,"Felici, Massimo; Wainwright, Nick; Cavallini, Simona; Bisogni, Fabio",What's New in the Economics of Cybersecurity?,IEEE Security & Privacy,Maybe,Security Economics,Medium,Looks at the roles of intermediaries in cybersecurity economics.,https://ieeexplore.ieee.org/abstract/document/7478532
974F9RHS,2019,"Rodrigues, Bruno; Franco, Muriel; Parangi, Geetha; Stiller, Burkhard",SEConomy: A Framework for the Economic Assessment of Cybersecurity,"Economics of Grids, Clouds, Systems, and Services",Maybe,Security Economics,Medium,Introduces a novel framework for measuring the impact of cybersecurity activities,10.1007/978-3-030-36027-6_13
P39CTHFX,2016,"Bauer, Johannes M.; Latzer, Michael",Handbook on the Economics of the Internet,,Exclude,,,Focuses on a non-compatible use of economics.,
YRKZDAMZ,2006,"Grady, Mark F.; Parisi, Francesco",The Law and Economics of Cybersecurity,,Exclude,,,Focuses on a non-compatible use of security economics.,
YHJBXXB2,2024,"Cobos, Estefania Vergara",Cybersecurity Economics for Emerging Markets,,Exclude,,,Focuses on a non-compatible use of security economics.,
QUFSCGPZ,2023,"Franco, Muriel Figueredo; Granville, Lisandro Zambenedetti; Stiller, Burkhard",CyberTEA: a Technical and Economic Approach for Cybersecurity Planning and Investment,NOMS 2023-2023 IEEE/IFIP Network Operations and Management Symposium,Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/10154307
7EX8LSQT,,"Haislip, Jacob; Kolev, Kalin; Pinsker, Robert; Steffen, Thomas",The economic cost of cybersecurity breaches: A broad-based analysis,,Exclude,,,Focuses on a non-compatible use of security economics.,
TF8YPPNE,,"Bauer, Johannes M",Introduction to the Economics of Cybersecurity,,Exclude,,,Focuses on a non-compatible use of security economics.,
95LTZBJW,,"Brangetto, Pascal; Aubyn, Mari Kert-Saint",Economic aspects of national cyber security strategies,,Exclude,,,Focuses on a non-compatible use of security economics.,
ASKTVFQG,2013,"Vishik, Claire; Sheldon, Frederick; Ott, David",Economic Incentives for Cybersecurity: Using Economics to Design Technologies Ready for Deployment,ISSE 2013 Securing Electronic Business Processes: Highlights of the Information Security Solutions Europe 2013 Conference,Maybe,Security Economics,Medium,"Analysis of economic modeling for cybersecurity risk treatment, and risk perceptions of new and emerging technologies vs risk appetite.",https://doi.org/10.1007/978-3-658-03371-2_12
LQZWQIRE,2022,"Fedele, Alessandro; Roner, Cristian",Dangerous games: A literature review on cybersecurity investments,Journal of Economic Surveys,Include,Security Economics,High,Lit review of firms incentives to invest in cybersecurity,https://onlinelibrary.wiley.com/doi/abs/10.1111/joes.12456
NI6UJ35F,2014,"Garvey, Paul R.; Patel, Susmit H.",Analytical Frameworks to Assess the Effectiveness and Economic-Returns of Cybersecurity Investments,2014 IEEE Military Communications Conference,Include,Security Economics,High,Introduces frameworks for cybersecurity effectiveness and economic-benefit returns on security investments.,https://ieeexplore.ieee.org/abstract/document/6956750
GXDNFWT4,2021,"kumar, V. Sampath; Narasimhan, V. Lakshmi",Using Deep Learning For Assessing Cybersecurity Economic Risks In Virtual Power Plants,2021 7th International Conference on Electrical Energy Systems (ICEES),Exclude,,,Focuses on a non-compatible use of security economics.,https://ieeexplore.ieee.org/abstract/document/9383723
4QMESN2Y,2013,"Garvey, Paul R.; Moynihan, Richard A.; Servi, Les",A macro method for measuring economic-benefit returns on cybersecurity investments: The table top approach,Systems Engineering,Maybe,Security Economics,Medium,Introduces macroanalytic method for measuring economic-benefit ROI in security.,https://onlinelibrary.wiley.com/doi/abs/10.1002/sys.21236
HA3UAQ4G,2025,"Kianpour, Mazaher; Franke, Ulrik",The use of simulations in economic cybersecurity decision-making,Journal of Cybersecurity,Include,Security Economics,High,"Simulations in economic decision-amking for security. Pertinent given in AI there is a lack of depth, data-wise, therefore simulations and pitfalls etc should be well understoof.",https://doi.org/10.1093/cybsec/tyaf003
QKBIYKLU,2021,"Ahmed, Elsadig Musa",Modelling Information and Communications Technology Cyber Security Externalities Spillover Effects on Sustainable Economic Growth,Journal of the Knowledge Economy,Exclude,,,Focuses on a non-compatible use of security economics.,https://doi.org/10.1007/s13132-020-00627-3
BGX8NGN5,2015,"Gordon, Lawrence A.; Loeb, Martin P.; Lucyshyn, William; Zhou, Lei",Increasing cybersecurity investments in private sector firms,Journal of Cybersecurity,Exclude,,,Focuses on a non-compatible use of security economics.,https://doi.org/10.1093/cybsec/tyv011
Q93F9WZK,2022,"Kianpour, Mazaher; Kowalski, Stewart James; Øverby, Harald",Advancing the concept of cybersecurity as a public good,Simulation Modelling Practice and Theory,Exclude,,,Focuses on a non-compatible use of security economics.,https://www.sciencedirect.com/science/article/pii/S1569190X22000053
ART2XUN8,2017,"Lindsay, Jon Randall",Restrained by design: the political economy of cybersecurity,"Digital Policy, Regulation and Governance",Include,Security Economics,High,"Explains absence of serious consequences of cyberattacks to date, and examines cyber conflict through the lens of political economy. Even though this paper predates several important, and seriously damaging cyberattacks, the analysis might be relevant.",https://www.emerald.com/insight/content/doi/10.1108/dprg-05-2017-0023/full/html
PFU26J8I,2024,"Arroyabe, Marta F.; Arranz, Carlos F. A.; Fernandez De Arroyabe, Ignacio; Fernandez de Arroyabe, Juan Carlos",Exploring the economic role of cybersecurity in SMEs: A case study of the UK,Technology in Society,Exclude,,,Focuses on a non-compatible use of security economics.,https://www.sciencedirect.com/science/article/pii/S0160791X24002185
